Projects Count,interaction_AI_Score_(0-100)_feat_years_experience_extracted,interaction_AI_Score_(Uniform_0-100)_Experience_(Years),interaction_Experience_(Years)_Projects_Count,AI Score (0-100),interaction_AI_Score_(Uniform_0-100)_Projects_Count,interaction_Experience_(Years)_feat_years_experience_extracted,feat_num_skills_matched_cubed,feat_years_experience_extracted_sqrt,feat_years_experience_extracted,interaction_AI_Score_(0-100)_Experience_(Years),AI Score (Uniform 0-100),ratio_salary_to_experience,interaction_AI_Score_(Uniform_0-100)_feat_years_experience_extracted,Experience (Years),ratio_experience_to_skills,interaction_AI_Score_(Uniform_0-100)_AI_Score_(0-100),feat_years_experience_extracted_squared,interaction_AI_Score_(0-100)_Projects_Count,interaction_Projects_Count_feat_years_experience_extracted,feat_salary_extracted_squared,feat_salary_extracted_cubed,feat_salary_extracted,feat_years_experience_extracted_cubed,Resume_ID,interaction3_AI_Score_(Uniform_0-100)_AI_Score_(0-100)_Experience_(Years),interaction3_AI_Score_(Uniform_0-100)_Experience_(Years)_Projects_Count,interaction3_AI_Score_(Uniform_0-100)_Projects_Count_feat_years_experience_extracted,interaction3_AI_Score_(0-100)_Experience_(Years)_Projects_Count,interaction3_AI_Score_(0-100)_Projects_Count_feat_years_experience_extracted,interaction3_Experience_(Years)_Projects_Count_feat_years_experience_extracted,ratio_interaction_AI_Score_(Uniform_0-100)_div_AI_Score_(0-100),ratio_interaction_AI_Score_(Uniform_0-100)_div_Experience_(Years),ratio_interaction_AI_Score_(Uniform_0-100)_div_Projects_Count,ratio_interaction_AI_Score_(Uniform_0-100)_div_feat_years_experience_extracted,ratio_interaction_AI_Score_(0-100)_div_Experience_(Years),ratio_interaction_AI_Score_(0-100)_div_Projects_Count,ratio_interaction_AI_Score_(0-100)_div_feat_years_experience_extracted,ratio_interaction_Experience_(Years)_div_Projects_Count,ratio_interaction_Experience_(Years)_div_feat_years_experience_extracted,ratio_interaction_Projects_Count_div_feat_years_experience_extracted,AI Score (Uniform 0-100)_4th,AI Score (Uniform 0-100)_5th,AI Score (Uniform 0-100)_log,AI Score (Uniform 0-100)_exp,AI Score (0-100)_4th,AI Score (0-100)_5th,AI Score (0-100)_log,AI Score (0-100)_exp,Experience (Years)_4th,Experience (Years)_5th,Experience (Years)_log,Experience (Years)_exp,Projects Count_4th,Projects Count_5th,Projects Count_log,Projects Count_exp,feat_years_experience_extracted_4th,feat_years_experience_extracted_5th,feat_years_experience_extracted_log,feat_years_experience_extracted_exp,experience_maturity,interaction_Experience_(Years)_Projects_Count_log_scaled,feat_num_skills_matched_cubed_log_scaled,ratio_interaction_AI_Score_(Uniform_0-100)_div_AI_Score_(0-100)_log_scaled,ratio_interaction_AI_Score_(Uniform_0-100)_div_feat_years_experience_extracted_log_scaled,ratio_interaction_Experience_(Years)_div_feat_years_experience_extracted_log_scaled,interaction_AI_Score_(0-100)_feat_years_experience_extracted_quantile,interaction_AI_Score_(Uniform_0-100)_Experience_(Years)_quantile,interaction_AI_Score_(Uniform_0-100)_Projects_Count_quantile,target_binary
1.6843403884976034,475,159.375,20,1.2367846749286764,796.875,10,0,2.449489742783178,0.6062227697994569,190,0.9304914179081012,21558.5,398.4375,-0.4525020857331496,5.0,7570.3125,25,950,50,16731681201.0,2164259695030551.2,1.9571893635812692,125,-0.9283435077361027,-0.5207473307324436,-0.7091903539357455,0.9501112906063429,-0.9426371318145796,1.262862892750169,-0.4620433164709167,0.7523471439858853,-2.056325146878621,0.5524366833820806,1.534900146056729,-2.733213202597337,0.7342842832569387,2.040148830664698,-0.26865239878073105,-0.7464287194010227,2.7784182191882962,0.7496343653750527,0.6975283435504723,0.6577745911842235,0.009348339478076858,2.3397873085979146,2.8938130858665145,0.8050394216965607,0.012444644848350523,0.04192589491049276,-0.018971554893226817,-0.6023966268570017,-0.004514798375245916,8.04858343650231,13.556554152293677,0.9874350324161284,0.01698605379009221,0.13506069430470574,0.08187686819243645,0.47388531686366037,0.006080640188424908,1.0486343614142015,3.091042453358316,0.6931471805599453,5.005928638605187,3.3331133752155426,3.895245550965913,0.9006036114606951,0.10944339979306783,1.657151141485843,1
0.425610398526399,800,542.2297297297298,36,1.484287629356552,542.2297297297298,48,0,3.0,1.599022378311611,600,1.3627437831619602,10184.555555555557,722.9729729729731,1.106818951761516,8.0,9037.162162162163,64,600,48,8401738921.0,770111791237781.0,0.0840586697291332,512,1.5654176491745837,2.238766832489157,0.6419526949749338,0.9274296608751457,0.6992087988635133,1.0101476078953553,0.753257316427155,0.9181130100455788,1.2312255595128154,3.201857350948709,0.8522355919751826,1.3410392250641263,3.4874327189740577,0.9282469398106822,2.600544901143585,0.6921847791337311,0.26616913202665493,3.4487112822689463,4.699709859832518,0.8598235637021624,0.013720714588675355,4.853692643956613,7.204275948123696,0.9099859501844089,0.014953578818384407,1.500743072669696,1.6610508745556294,0.7451792041066282,0.01112966853833641,0.03281322529974445,0.013965649896760756,0.3546000718480968,0.004265174058991166,6.537597320508853,10.453764415883683,0.9551353659768865,0.016118751560242145,0.1637578814549823,3.6375861597263857,0.6931471805599453,5.007038342042112,3.308453065830155,3.9240847425185494,2.2876729669675813,1.1160475708540885,0.9173934868558303,1
-0.8331195914448052,90,0.0,0,-1.980753732633706,11.402027027027026,0,0,2.0,-0.0556436358753124,0,-2.062813498790553,34123.0,17.10304054054054,-1.2321626044804823,3.0,171.0304054054054,9,60,6,18630066064.0,2542854977207488.0,2.3120852586409164,27,1.148037089860418,-5.0345246519458176,-2.117558105303113,-0.09562750218830333,-2.033320570961501,-0.09182339169923759,-0.05712035151281824,1.0414285556073326,1.6741406461205652,2.476011271338847,37.071867543180595,1.607542482973546,2.377514288433262,35.59712986894362,1.4789744679316115,22.14381905671193,14.972414694677386,18.10672304685691,-37.350792719918445,,-0.020416830445088963,15.39295259943426,-30.489648317583118,,-0.019612656880493302,2.305006190742907,-2.840142431329416,,-0.012246025635833617,0.4817585038537394,-0.401362447905688,-1.7904778395351955,-0.008296587677787272,9.586542455410988e-06,-5.334300776921123e-07,-0.057251679704110776,-0.0005562815767525616,-0.8822089023744903,0.6931471805599453,0.6931471805599453,5.007863067891278,4.152022528262509,4.277476525787217,-0.2240127078461772,-5.199337582605575,-1.0624411732700767,1
1.6843403884976034,200,722.9729729729731,80,1.484287629356552,903.7162162162164,16,0,1.7320508075688772,-0.3865768387126972,800,1.3627437831619602,35822.666666666664,180.74324324324328,1.8864794705088488,2.0,9037.162162162163,4,1000,20,11549371024.0,1241187805207232.0,0.8696404388381997,8,1.7688468293445128,3.815789079167234,4.330082345842655,-0.8873192477255013,4.716284704023193,-0.9664597255641233,-1.2283376855607875,0.9181130100455788,0.722374032935742,0.8090667376191694,-3.5251563122609824,0.7868029589297296,0.8812278322676247,-3.8395668873987305,1.1200108264289437,-4.879959898246452,-4.357064934636191,3.4487112822689463,4.699709859832518,0.8598235637021624,0.013720714588675355,4.853692643956613,7.204275948123696,0.9099859501844089,0.014953578818384407,12.665091552198193,23.89243520533694,1.0600375832499591,0.01904385917717915,8.04858343650231,13.556554152293677,0.9874350324161284,0.01698605379009221,0.02233280742096408,-0.008633346092375758,-0.48870026915062975,-0.0038583059236642855,2.7458050083451706,4.406719247264253,0.6931471805599453,5.007038342042112,3.133988880472012,3.8074309495912537,0.040739347611566494,1.5439530598396949,5.19933758270342,1
1.0549753935120012,0,59.332770270270274,8,-0.0007300972107013,474.6621621621622,0,0,1.0,-1.0484432443874665,70,0.1069908643414623,64434.0,0.0,-0.8423323451068161,0.0,4153.293918918919,0,560,0,4151740356.0,267513238098504.0,-1.269078220732849,0,1.5864620471231967,6.579772274576072e-05,-0.09507635069475943,-0.11834065041666357,0.0006487935102978881,0.0008075472547453843,0.9316884969617373,-146.54331337424432,-0.1270173999170064,0.10141550693925752,-0.1020473591815356,0.0008667567082547643,-0.0006920514119962691,0.0006963631218090835,-0.7984379069759164,0.8034124399351089,-1.0062303316459928,0.00013103484043472453,1.4019530836956771e-05,0.10164540106504137,0.0010704811998433997,2.8413370667940866e-13,-2.074452267128576e-16,-0.0007303638614650557,-7.300945454981008e-06,0.5034239938365275,-0.4240503133113615,-1.847265911356494,-0.008387946661818583,1.2387090788432118,1.306807597899506,0.7202638739164128,0.010605598799587845,1.2083137086697326,-1.2668483449555463,,-0.01042966236023957,-21.777554473311664,2.302585092994046,0.6931471805599453,0.6931471805599453,3.272928774689495,3.926280213119732,-5.199337582605575,-0.5897005405047853,0.65028274434153,1
0.1109279010335979,640,216.3851351351351,15,0.4942758116450497,360.6418918918919,24,0,3.0,1.599022378311611,240,0.6246685982225648,13284.111111111111,577.027027027027,-0.0626718263594832,8.0,5770.27027027027,64,400,40,14293876249.0,1708932962701693.0,1.470443754252858,512,-0.4197705573112793,-0.01935046401221203,-0.004342729921896942,0.11080133979573892,-0.0034362322085799315,0.087672763309586,-0.011116490164281486,1.2638057204206323,-9.967295266608152,5.631302786783687,0.39065657034903106,-7.886730614964092,4.455829480586162,0.3091112534440886,-0.5649780242438835,-0.03919383944185799,0.06937232557728515,0.15226451339309813,0.09511486014030757,0.48530385542785714,0.006266237214040379,0.059686681273325964,0.02950168283077258,0.40164168255332394,0.004954993696213533,1.542728148654764e-05,-9.668559065237835e-07,-0.06472181938578411,-0.000626521916724069,0.00015141300599418216,1.6795926944122202e-05,0.1051956129923672,0.0011098944878550905,6.537597320508853,10.453764415883683,0.9551353659768865,0.016118751560242145,0.042680625591865584,2.833213344056216,0.6931471805599453,5.009348593950318,3.2914277606665476,3.909527094052883,1.6719473127937459,0.3891117244687364,0.24494468534194777,0
-1.1478020889376062,0,42.65202702702704,2,-1.2382448693500792,21.32601351351352,0,1,1.0,-1.0484432443874665,90,-1.430665770948942,83877.0,0.0,-0.4525020857331496,0.0,959.6706081081084,0,45,0,7035351129.0,590104146647133.0,-0.3027932623734146,0,-1.173861483803259,-0.8016140290677404,-0.7430632501377338,-1.7216708371570462,-0.6431231359336687,-1.4901104954830502,-0.5445434290657286,1.1553981012655916,3.161677738194199,1.2464394208178795,1.3645619623261362,2.7364401367208266,1.0787964939985306,1.1810318545888487,0.39423354434907926,0.43159425954193215,1.09476797631348,4.189408858388647,-5.993643854206921,,-0.014204803790344783,2.3508566556208854,-2.910936192400047,,-0.0123061016218056,0.04192589491049276,-0.018971554893226817,-0.6023966268570017,-0.004514798375245916,1.7356735417353137,-1.9922097169175266,,-0.011412399714641204,1.2083137086697326,-1.2668483449555463,,-0.01042966236023957,23.693749323581056,1.3862943611198906,1.0986122886681098,5.008624684010516,3.327016849121209,3.9189221145513904,-5.199337582605575,-0.80473106465904,-0.9605471529436111,0
1.3696578910048025,455,52.78716216216216,9,-0.2482330516385769,475.0844594594595,7,0,2.8284271247461903,1.2680891754742265,65,-0.1578277784029964,14649.875,369.5101351351351,-0.8423323451068161,7.0,3431.1655405405404,49,585,63,13735605601.0,1609799240831599.0,1.3532550523132632,343,0.5167051514020163,-0.03300095647804882,0.18208703535851498,-0.27412291582254844,0.2863882448845741,-0.4311431650830616,-1.4630035401166228,0.6358048509704137,0.1873699607047409,-0.11523153295397835,-0.12446110372637921,0.29469728080678,-0.18123726608581742,-0.19575362398763899,-0.6149947009678949,-0.6642532413320298,1.0800958777150609,0.0006204885525608038,-9.793032977516253e-05,-0.1717707469412201,-0.0015770329586277329,0.0037969810104995956,-0.000942536183250042,-0.28532891215789663,-0.0024792520817470626,0.5034239938365275,-0.4240503133113615,-1.847265911356494,-0.008387946661818583,3.519236195834174,4.820149625933999,0.8627455949406034,0.013790806755203317,2.58582530728269,3.279057081832495,0.8189377040846977,0.012761635201255162,0.603881851655337,2.3978952727983707,0.6931471805599453,5.005147719698546,3.2720790386932013,3.8969154719486396,0.8786041355009668,-0.6779800497418484,0.7277524443358611,0
-0.5184370939520041,120,137.58445945945942,9,-0.4957360060664525,137.58445945945942,6,0,1.7320508075688772,-0.3865768387126972,180,-0.4380229875003594,33409.333333333336,91.72297297297295,-0.0626718263594832,2.0,2751.6891891891887,4,180,6,10045651984.0,1006855607052352.0,0.5098244074375771,8,0.8499081189217282,-0.013608796422158282,-0.014231979890406468,-0.08778671556654759,-0.016107156634747124,-0.09935331478605623,-0.01256042251584227,0.8835811442787216,6.9891530683640255,0.844891294643571,1.1330813014017553,7.910029671433697,0.956212454412737,1.282373790724907,0.120886076807778,0.16211997223677624,1.34109714301147,0.036811847288833674,-0.016124435324861932,-0.5762943329505481,-0.004370650659616938,0.06039512077735474,-0.029940035960066863,-0.68465535055759,-0.004945092631005866,1.542728148654764e-05,-9.668559065237835e-07,-0.06472181938578411,-0.000626521916724069,0.07224108668725326,-0.03745245904607439,-0.7307184102794874,-0.00517095528242773,0.02233280742096408,-0.008633346092375758,-0.48870026915062975,-0.0038583059236642855,-0.8451540904716328,2.3978952727983707,0.6931471805599453,5.006807273355211,3.3186719620477465,3.913555307908154,-0.17490772293024934,0.007405173364286034,-0.34553818566545785,1
-0.203754596459203,0,632.6013513513515,28,1.484287629356552,361.48648648648657,0,0,1.0,-1.0484432443874665,700,1.3627437831619602,72238.0,0.0,1.4966492111351826,0.0,9037.162162162163,0,400,0,5218328644.0,376961624585272.0,-0.8812323216927305,0,-0.8687177135483649,3.0272779558281964,-0.4155675665955737,0.2911163180670758,-0.4526322599163945,0.3170811380318242,0.319721882548398,0.9181130100455788,0.9105298509651053,-6.688162165876917,-1.2997783050794685,0.9917404949091213,-7.284682923232827,-1.4157062266386382,-7.345351894600577,-1.4274966424239512,0.1943401300451345,3.4487112822689463,4.699709859832518,0.8598235637021624,0.013720714588675355,4.853692643956613,7.204275948123696,0.9099859501844089,0.014953578818384407,5.017415699830609,7.5093112490887615,0.9149495173019376,0.015079050890051777,0.0017235729069376246,-0.00035118590212109116,-0.22784784474564765,-0.002035471576939038,1.2083137086697326,-1.2668483449555463,,-0.01042966236023957,4.206047696341319,3.4011973816621555,0.6931471805599453,5.007038342042112,3.226478107668188,3.881296901259683,-5.199337582605575,1.2917176341799899,0.3026112824892809,1
0.1109279010335979,0,0.0,0,-1.2382448693500792,106.6300675675676,0,0,1.0,-1.0484432443874665,0,-1.430665770948942,57679.0,0.0,-1.2321626044804823,0.0,959.6706081081084,0,225,0,3326867041.0,191890364057839.0,-1.60479055389738,0,-0.7985697203863203,-2.18279398258217,0.19554513074921667,0.16638873031966583,0.1692448088109387,0.14400986996378837,0.14330249277641857,1.1553981012655916,1.1611014372183084,-12.897258107458658,1.3645619623261362,1.004936251796216,-11.162609747524556,1.1810318545888487,-11.107778953712325,1.1752306203282854,-0.10580248537764718,4.189408858388647,-5.993643854206921,,-0.014204803790344783,2.3508566556208854,-2.910936192400047,,-0.0123061016218056,2.305006190742907,-2.840142431329416,,-0.012246025635833617,0.00015141300599418216,1.6795926944122202e-05,0.1051956129923672,0.0011098944878550905,1.2083137086697326,-1.2668483449555463,,-0.01042966236023957,-2.2898528460719234,0.6931471805599453,0.6931471805599453,5.008624684010516,3.327016849121209,3.9335845653040025,-5.199337582605575,-5.199337582605575,-0.4518136301744486,0
-0.8331195914448052,0,813.3445945945948,18,1.484287629356552,180.74324324324328,0,64,1.0,-1.0484432443874665,900,1.3627437831619602,91919.0,0.0,2.2763097298825152,0.0,9037.162162162163,0,200,0,8449102561.0,776633058304559.0,0.0968808432237962,0,0.3237981702063936,4.6043002025062725,-2.5843594110288186,1.1903275419826906,-2.814859807836206,1.296493491496867,1.9883078529078932,0.9181130100455788,0.598663602440558,-1.635712084022265,-1.2997783050794685,0.6520587290347166,-1.7816021188296436,-1.4157062266386382,-2.732272477154107,-2.1711330032103042,0.7946253608906984,3.4487112822689463,4.699709859832518,0.8598235637021624,0.013720714588675355,4.853692643956613,7.204275948123696,0.9099859501844089,0.014953578818384407,26.848833334019634,61.116260554222904,1.1867177066628958,0.023024153652047165,0.4817585038537394,-0.401362447905688,-1.7904778395351955,-0.008296587677787272,1.2083137086697326,-1.2668483449555463,,-0.01042966236023957,17.197848781167814,2.995732273553991,4.189654742026425,5.007038342042112,3.226478107668188,3.8658412747598767,-5.199337582605575,1.8986759915039642,-0.1937379269154303,1
