Resume_ID,index,y_true,y_pred_oof
994,0,40.0,37.56665442691801
182,1,65.0,65.96984832357187
418,2,70.0,71.93993216476768
319,3,100.0,99.38478732369262
598,4,80.0,81.53250097753323
179,5,75.0,76.14700940503369
553,6,80.0,81.2547352378208
39,7,80.0,80.78548253405329
213,8,45.0,42.22294001079318
158,9,40.0,37.13712330268837
505,10,55.0,55.72586232513803
819,11,85.0,85.01745954864526
438,12,100.0,96.1441928816808
265,13,35.0,34.123158758265674
850,14,55.0,56.312321485381354
677,15,60.0,61.94045112627393
935,16,60.0,60.96331528351915
657,17,100.0,100.0
732,18,50.0,50.11959591596177
280,19,25.0,26.64437577990697
855,20,100.0,98.60760591932443
985,21,60.0,60.81122083215838
822,22,30.0,28.77891010041124
317,23,60.0,59.73880453053484
663,24,30.0,29.21414555330826
349,25,45.0,42.95198245865435
636,26,40.0,37.94670976066544
55,27,60.0,62.002602332592744
66,28,40.0,37.03273310548185
701,29,70.0,70.9180910119803
680,30,100.0,98.39455981260116
547,31,30.0,31.36901710248268
942,32,45.0,42.43586500510988
420,33,70.0,71.82784145903088
672,34,100.0,96.7757908203478
311,35,50.0,47.6145573130537
357,36,70.0,71.21026097952942
131,37,60.0,61.49113561935343
811,38,100.0,97.34816303509105
580,39,50.0,50.42469017478732
413,40,65.0,66.01359287169784
574,41,70.0,70.34733646119004
792,42,70.0,71.44296712634417
685,43,95.0,88.50826620103493
170,44,80.0,82.51919825341301
144,45,100.0,100.0
296,46,70.0,71.18688599537977
933,47,85.0,83.78072066748663
334,48,50.0,49.22815907231853
674,49,55.0,56.58161965259628
340,50,60.0,62.427164865525626
16,51,60.0,60.15512660651094
585,52,90.0,87.5905683553124
961,53,70.0,71.32393303027482
940,54,75.0,76.0564035597404
682,55,90.0,85.72959114279442
521,56,50.0,50.65804339347131
12,57,50.0,50.16746373618616
366,58,100.0,97.88625147886145
514,59,50.0,49.10838754103398
347,60,65.0,66.75029536513054
166,61,45.0,43.85869953150913
690,62,65.0,66.52825461854235
929,63,50.0,49.531428639547656
211,64,75.0,77.45531390016546
177,65,35.0,33.37582281435523
766,66,75.0,77.06449469969198
905,67,60.0,63.105506533499494
299,68,100.0,97.53820626584476
909,69,70.0,70.9416608320548
944,70,70.0,71.17680995949928
894,71,40.0,36.75884370537517
834,72,65.0,66.28634247297636
372,73,45.0,42.10570414644343
227,74,65.0,66.53821490584849
887,75,90.0,87.73395319842956
708,76,70.0,72.15549058155887
378,77,75.0,76.08422938074244
18,78,80.0,80.52423782516996
487,79,90.0,87.20797249009163
731,80,60.0,61.67581414552258
421,81,80.0,80.92594506253083
581,82,45.0,42.29426793928021
462,83,65.0,66.49129219685729
913,84,100.0,100.0
245,85,80.0,81.74889044346699
524,86,55.0,57.066479469991265
617,87,70.0,70.83393652119982
28,88,45.0,42.406283263570494
969,89,65.0,66.81010831198316
297,90,60.0,61.30947069967396
930,91,30.0,28.923250959491828
504,92,50.0,49.0381932790623
993,93,100.0,100.0
725,94,50.0,50.10968603569471
687,95,100.0,98.58591349940245
658,96,30.0,29.037060436250886
174,97,100.0,100.0
889,98,100.0,98.17770314003641
563,99,15.0,25.357993084364196
83,100,100.0,99.41673935524406
397,101,60.0,62.10047583771144
773,102,50.0,50.167372606567284
161,103,95.0,88.36642919994355
591,104,50.0,49.46982557774754
628,105,20.0,25.32065906356551
8,106,90.0,87.4702819923247
232,107,70.0,71.0805762738718
907,108,100.0,96.83997582677931
240,109,50.0,49.382497795328206
73,110,60.0,60.7135529369538
82,111,80.0,81.45933396671968
520,112,100.0,100.0
812,113,45.0,41.36777388943598
799,114,100.0,96.52109710043078
464,115,35.0,32.82506861098939
686,116,80.0,82.03174124779969
660,117,60.0,60.98199181334012
513,118,80.0,80.79584279860745
545,119,100.0,100.0
376,120,45.0,42.544303012777355
475,121,80.0,81.17116747719169
886,122,100.0,100.0
749,123,60.0,61.59701000745265
67,124,100.0,97.1481607346386
284,125,55.0,55.65449006239673
593,126,65.0,67.30510907371412
997,127,45.0,42.888476826310246
270,128,100.0,100.0
350,129,65.0,65.16534195238685
555,130,60.0,60.15413842728577
556,131,35.0,33.13816883322618
691,132,70.0,70.84836480190364
3,133,70.0,71.74263200580529
260,134,100.0,100.0
79,135,50.0,48.9445895407153
467,136,100.0,98.42480454884873
56,137,55.0,56.05076177747964
363,138,70.0,71.63474340084488
94,139,70.0,71.22660302609451
222,140,35.0,33.46314232698523
70,141,45.0,42.51046020478067
99,142,100.0,98.10397486246599
790,143,100.0,100.0
697,144,55.0,55.639215176124985
908,145,55.0,56.7020527053252
209,146,70.0,71.85458715940916
815,147,90.0,86.80806295095704
473,148,35.0,32.897951574533295
586,149,50.0,49.12181005258846
419,150,80.0,81.90275814796192
868,151,100.0,96.33282683907774
300,152,75.0,75.7223532491361
192,153,45.0,41.53932731503387
770,154,100.0,100.0
715,155,25.0,27.754965688119675
335,156,90.0,87.68819322783531
244,157,50.0,48.79196241976354
412,158,50.0,48.951532482352334
926,159,100.0,95.91804239154784
667,160,40.0,37.27680527946552
432,161,65.0,66.86238731434598
341,162,50.0,49.52694700613457
931,163,45.0,42.06949421871722
415,164,75.0,76.55946282197914
606,165,95.0,87.57732976939317
10,166,35.0,33.679827787500045
367,167,45.0,42.050554988309884
750,168,45.0,43.34172877866703
77,169,20.0,26.06100881868315
754,170,30.0,30.108884190822867
801,171,100.0,99.86076429548261
128,172,50.0,49.781246762314886
453,173,100.0,96.75797050753249
264,174,25.0,26.872109028938667
537,175,100.0,100.0
480,176,35.0,33.60619104079655
132,177,30.0,29.62070357348924
557,178,100.0,100.0
437,179,35.0,32.12147184419162
960,180,100.0,95.7932410822938
878,181,35.0,33.57833837145508
833,182,65.0,66.74575024458858
614,183,100.0,100.0
999,184,100.0,100.0
422,185,65.0,66.56726725191922
720,186,85.0,84.77009482504243
318,187,80.0,81.50009416190318
325,188,75.0,76.45106270097425
996,189,60.0,60.05642308052729
863,190,100.0,100.0
259,191,35.0,33.91710107510243
114,192,35.0,32.79940448308301
105,193,75.0,76.73729791468313
525,194,100.0,100.0
879,195,45.0,41.94918039765362
924,196,70.0,70.56736748397188
221,197,100.0,95.6536282696898
215,198,60.0,60.99546912647342
728,199,55.0,57.20537767129122
352,200,20.0,24.806516112187097
40,201,70.0,71.79763424576906
254,202,40.0,37.6774932659221
136,203,80.0,81.0138279448411
803,204,100.0,99.1683062991124
849,205,50.0,50.42899499065954
978,206,100.0,100.0
941,207,100.0,97.80005514186269
729,208,55.0,56.52177695641318
901,209,40.0,36.183897570256164
640,210,100.0,96.97691022890037
101,211,45.0,42.710264415284186
809,212,100.0,97.62469443201698
987,213,65.0,66.47161763251631
519,214,50.0,50.45082132284281
267,215,45.0,41.188699452500586
140,216,65.0,67.30481936901496
641,217,70.0,70.76896818031676
13,218,65.0,66.05837169360471
310,219,80.0,81.76114938372717
662,220,65.0,64.94045864941913
506,221,45.0,42.56073233332006
925,222,100.0,97.9697446309531
992,223,100.0,97.47623491116926
629,224,75.0,77.32702072966596
602,225,35.0,32.08519939261777
256,226,100.0,97.56455070100705
124,227,75.0,76.8673250057811
950,228,75.0,76.50418999425565
231,229,40.0,37.410521940569254
554,230,100.0,99.31057377449075
47,231,100.0,98.32486346999455
188,232,40.0,37.00217208061588
27,233,60.0,63.37613842164421
51,234,100.0,97.7031928752266
986,235,100.0,100.0
743,236,40.0,35.975900275827314
431,237,100.0,97.19715472002702
988,238,65.0,66.1540932986855
782,239,70.0,70.06756627447395
387,240,40.0,38.4660023753211
568,241,95.0,88.94197201562328
416,242,100.0,99.90051067189938
481,243,50.0,48.77470617318227
714,244,50.0,49.31199619779284
615,245,65.0,66.44894144658106
103,246,55.0,56.95193553640492
404,247,55.0,56.10614155464904
471,248,100.0,100.0
112,249,95.0,88.81222989514573
